Time,Time Code,Country Name,Country Code,Adjusted net national income (current US$) [NY.ADJ.NNTY.CD],Income share held by highest 20% [SI.DST.05TH.20],Income share held by lowest 20% [SI.DST.FRST.20],Food exports (% of merchandise exports) [TX.VAL.FOOD.ZS.UN],Food imports (% of merchandise imports) [TM.VAL.FOOD.ZS.UN],Food production index (2014-2016 = 100) [AG.PRD.FOOD.XD]
2001,YR2001,Brunei Darussalam,BRN,4129131278.90235,,,0.0109248557672129,17.8699439871197,63.71
2001,YR2001,Bulgaria,BGR,12382788589.5542,,,9.62336004765464,5.39498052075864,81.37
2001,YR2001,Burkina Faso,BFA,2943543621.56541,,,21.3539699993842,14.9826505696802,65.47
2001,YR2001,Burundi,BDI,560619618.540288,,,74.7387313359193,13.0997647772338,83
2001,YR2001,Cabo Verde,CPV,477320733.096074,58,4.2,3.47131397669531,33.7409483757171,105.63
2001,YR2001,Cambodia,KHM,3542115394.8228,,,1.1994744601638,9.71158691635263,42.45
2001,YR2001,Cameroon,CMR,8356672606.09913,49,6.2,16.7976487396565,15.4646787502966,46.5
2001,YR2001,Canada,CAN,590749531440.782,,,7.81753125396381,5.82243956068321,70.05
2001,YR2001,Cayman Islands,CYM,,,,,,95.46
2001,YR2001,Central African Republic,CAF,845578865.951938,,,2.71132625253555,26.953910571875,78.07
2001,YR2001,Chad,TCD,1597951333.69912,,,,,49.24
2001,YR2001,Channel Islands,CHI,,,,,,
2001,YR2001,Chile,CHL,58033707584.5909,,,26.1230531280605,7.36403179649258,78.33
2001,YR2001,China,CHN,1146794290948.78,,,5.34469417113335,3.98143235100007,66.93
2001,YR2001,Colombia,COL,79857510107.7923,61.5,2.4,18.1518854452368,11.7318068893806,72.16
2001,YR2001,Comoros,COM,340764607.330366,,,95.9786797428273,38.5070228221442,86.59
2001,YR2001,"Congo, Dem. Rep.",COD,6017482851.31339,,,,,49.9
2001,YR2001,"Congo, Rep.",COG,583982276.979308,,,,,61.53
2001,YR2001,Costa Rica,CRI,14214963819.3409,56.2,3.5,32.465121882472,7.50612972800854,69.1
2001,YR2001,Cote d'Ivoire,CIV,9384820834.43635,,,53.177900649237,21.0852870794468,65.06
2001,YR2001,Croatia,HRV,18417974332.8045,,,9.77587459217329,8.82356707513751,76.39
2001,YR2001,Cuba,CUB,28128866480.4339,,,59.0533987683171,17.5886139834212,111.24
2001,YR2001,Curacao,CUW,,,,,,
2001,YR2001,Cyprus,CYP,8400129126.10281,,,33.3600769548139,16.5170423086049,137.44
2001,YR2001,Czech Republic,CZE,51229470188.9445,,,3.7944155929072,4.69297612156346,108.29
2001,YR2001,Denmark,DNK,133237783092.419,,,20.1564756927786,11.616272831709,97.93
2001,YR2001,Djibouti,DJI,562620966.278618,,,,,111.98
2001,YR2001,Dominica,DMA,292781719.778439,,,37.6646452225593,22.5283052062643,97.32
2001,YR2001,Dominican Republic,DOM,23928630542.2825,55.2,4.1,40.8057247279063,12.1280344829947,67.2
2001,YR2001,Ecuador,ECU,18775910993.6583,,,41.9938094686813,8.05678048592405,79.74
2001,YR2001,"Egypt, Arab Rep.",EGY,88021647241.7868,,,9.96207399289207,26.0571570364759,68.67
2001,YR2001,El Salvador,SLV,11175394745.0147,55.5,3.1,14.7483827228532,12.8005961495804,80.43
2001,YR2001,Equatorial Guinea,GNQ,,,,,,70.63
2001,YR2001,Eritrea,ERI,655419385.49895,,,26.1456810544527,30.0207545664577,81.37
2001,YR2001,Estonia,EST,5198493823.749,,,10.0779974030381,10.5951587367236,75.05
2001,YR2001,Eswatini,SWZ,1412862803.41148,,,36.8342064531732,17.3054625958741,75.37
2001,YR2001,Ethiopia,ETH,6428383973.70278,,,61.1328903171677,14.5465476769229,45.2
2001,YR2001,Faroe Islands,FRO,,,,95.6431045177552,19.2399840911026,94.59
2001,YR2001,Fiji,FJI,1465619007.88534,,,44.2473794526417,20.213155565211,117.22
2001,YR2001,Finland,FIN,107313851318.877,,,1.93057305270829,5.5251693807686,98.44
2001,YR2001,France,FRA,1187677876452.1,,,10.6299792682711,8.28054426899926,99.26
2001,YR2001,French Polynesia,PYF,,,,12.1765404564332,20.2702716433175,88.98
2001,YR2001,Gabon,GAB,2880672493.03135,,,0.817874643444993,18.3217530684605,81.2
2001,YR2001,"Gambia, The",GMB,551472931.044751,,,92.2067095829676,40.9989776196766,106.22
2001,YR2001,Georgia,GEO,2788812014.64679,45.8,5.8,25.4645262181591,20.3614879512097,134.78
2001,YR2001,Germany,DEU,1600105185046.37,39.1,8.6,4.56496399048333,7.47332176694495,94.14
2001,YR2001,Ghana,GHA,4480667223.07062,,,33.2685990468478,18.1992163313309,54.37
2001,YR2001,Gibraltar,GIB,,,,,,
2001,YR2001,Greece,GRC,,,,23.7802677824712,11.8921723041025,105.58
2001,YR2001,Greenland,GRL,,,,88.9611922679817,15.9568644877099,90.71
2001,YR2001,Grenada,GRD,,,,48.7771518167312,20.1481754544276,91.49
2001,YR2001,Guam,GUM,,,,,,113.56
2001,YR2001,Guatemala,GTM,16742131326.6745,,,51.2015388269541,14.079602273116,51.13
2001,YR2001,Guinea,GIN,2505710640.5591,,,1.94683351237485,23.4879911036672,56.23
2001,YR2001,Guinea-Bissau,GNB,356351631.72955,,,,,65.6
2001,YR2001,Guyana,GUY,633079230.688682,,,44.3571345747134,15.9200413121233,78.24
2001,YR2001,Haiti,HTI,6254732401.33672,,,,,62.49
2001,YR2001,Honduras,HND,6995503667.63976,58.9,2.5,66.2728533115239,17.4850938101154,70.34
2001,YR2001,"Hong Kong SAR, China",HKG,,,,1.63185565886666,4.33344484276788,101.1
2001,YR2001,Hungary,HUN,40638013334.0472,,,7.80853807460158,3.08819908143684,103.02
2001,YR2001,Iceland,ISL,,,,63.6386779489393,10.190570188368,78.01
2001,YR2001,India,IND,425015659421.391,,,13.2838533812398,5.26064427722423,66.57
2001,YR2001,Indonesia,IDN,116348037296.65,39,9.6,8.88201450667709,9.92527155089655,65.78
2001,YR2001,"Iran, Islamic Rep.",IRN,95261540141.2836,,,3.79218509036145,16.0683248244843,69.79
2001,YR2001,Iraq,IRQ,,,,1.12030416717141,1.0756638880856,123.38
2001,YR2001,Ireland,IRL,80642121260.6894,,,7.25182781178997,6.80922264017095,93.56
2001,YR2001,Isle of Man,IMN,,,,,,
2001,YR2001,Israel,ISR,107263721252.101,44.9,5.9,2.40103407328597,5.87588013168619,77.54
2001,YR2001,Italy,ITA,990109129658.421,,,6.30928570463428,8.74904760129232,112.89
2001,YR2001,Jamaica,JAM,8030178037.0957,,,22.7917037068865,15.3975944338927,95.81
2001,YR2001,Japan,JPN,3404908591415.69,,,0.758601855147861,13.0663950060951,101.16
2001,YR2001,Jordan,JOR,8195855187.08882,,,14.8669283056485,17.601922146017,50.39
2001,YR2001,Kazakhstan,KAZ,15003870063.7816,42.9,6.7,5.34858259758741,8.27830378704379,66.07
2001,YR2001,Kenya,KEN,10692935187.8569,,,59.4925675206882,13.3669391879521,62.23
2001,YR2001,Kiribati,KIR,103959556.528432,,,,,62.41
2001,YR2001,"Korea, Dem. People's Rep.",PRK,,,,,,91.11
2001,YR2001,"Korea, Rep.",KOR,449211954898.85,,,1.65168963291514,5.66351732411774,96.31
2001,YR2001,Kosovo,XKX,,,,,,
2001,YR2001,Kuwait,KWT,33437009057.9712,,,0.196775233553683,12.5974705169025,38.11
2001,YR2001,Kyrgyz Republic,KGZ,1253142173.44812,39.1,8.8,9.99228682684726,12.2621720812044,82.57
2001,YR2001,Lao PDR,LAO,1466470468.66266,,,,,42.85
2001,YR2001,Latvia,LVA,6198605296.27,,,8.68815370291612,12.3940666232121,61.43
2001,YR2001,Lebanon,LBN,15115825316.3915,,,17.9954253299851,16.9509943945185,98.46
2001,YR2001,Lesotho,LSO,1095558826.22127,,,14.3390917333925,27.0049502909412,111.19
2001,YR2001,Liberia,LBR,620488248.718457,,,,,67.58
2001,YR2001,Libya,LBY,,,,,,83.61
2001,YR2001,Liechtenstein,LIE,,,,,,96.26
2001,YR2001,Lithuania,LTU,10283541051.1372,,,12.2787406457671,9.24079920011052,69.27
2001,YR2001,Luxembourg,LUX,16630322855.5321,,,6.52334859627271,9.29590619950152,89.42
2001,YR2001,"Macao SAR, China",MAC,,,,1.07297177126923,13.4721685160031,96.9
2001,YR2001,Madagascar,MDG,4780198096.70588,53.5,4.9,48.1315466893409,14.3861363803678,71.19
2001,YR2001,Malawi,MWI,1393991056.11414,,,86.9447324009801,11.6347370367122,54.55
2001,YR2001,Malaysia,MYS,62805563762.8744,,,6.05516042749623,5.25227871755226,62.37
2001,YR2001,Maldives,MDV,751447620.684375,,,57.3839075932118,23.0130282573515,128.43
2001,YR2001,Mali,MLI,3008135922.76325,46.5,6.3,9.97767596711984,14.3209096637092,44.84
2001,YR2001,Malta,MLT,,,,3.30571932670235,10.9063180226203,117.62
2001,YR2001,Marshall Islands,MHL,,,,,,17
2001,YR2001,Mauritania,MRT,1530217128.93049,,,23.773817109618,18.3690372046714,72.35
2001,YR2001,Mauritius,MUS,4106890039.88202,,,25.0537933002642,15.7446910311172,116.32
2001,YR2001,Mexico,MEX,629605889758.935,,,5.00885596927071,5.80757053903952,76.11
2001,YR2001,"Micronesia, Fed. Sts.",FSM,227778588.429447,,,,,91.24
2001,YR2001,Moldova,MDA,1175215450.93769,45.2,6.7,63.139776296008,14.3328107286001,87.7
2001,YR2001,Monaco,MCO,,,,,,
2001,YR2001,Mongolia,MNG,1092229168.06748,,,3.83376971831991,17.8737301554831,61.95
2001,YR2001,Montenegro,MNE,,,,,,
2001,YR2001,Morocco,MAR,34421355315.9482,,,21.0193240577179,14.3721024488698,57.87
2001,YR2001,Mozambique,MOZ,4439062630.69117,,,22.7177226670973,13.257737733351,65.75
2001,YR2001,Myanmar,MMR,6246362362.03238,,,,7.07940840402501,51.54
2001,YR2001,Namibia,NAM,3177233999.15762,,,36.1433853158815,13.1218026878938,95.97
2001,YR2001,Nauru,NRU,,,,,,84.4
2001,YR2001,Nepal,NPL,5757074751.57188,,,,,64.52
2001,YR2001,Netherlands,NLD,360071938725.123,,,12.7748242058709,8.76916297314212,87.73
2001,YR2001,New Caledonia,NCL,,,,6.14612947552136,15.3575768086268,85.97
2001,YR2001,New Zealand,NZL,43056595874.8694,,,49.0611330094882,8.35043726681559,75.55
2001,YR2001,Nicaragua,NIC,4756427800.34626,57.9,3.9,77.2714211281099,15.9594907836738,60.84
2001,YR2001,Niger,NER,2304944738.48752,,,46.3098557645509,45.4352336985795,46.48
2001,YR2001,Nigeria,NGA,57694843052.9581,,,0.0156583251844435,21.7047274781102,67.04
2001,YR2001,North Macedonia,MKD,2986258182.85801,,,16.3643272886028,13.8016118638273,73.81
2001,YR2001,Northern Mariana Islands,MNP,,,,,,
2001,YR2001,Norway,NOR,133372083480.147,,,6.19589638418461,7.10546240770286,91.31
2001,YR2001,Oman,OMN,11043683645.3625,,,6.14596042444253,22.2482039704609,67.12
2001,YR2001,Pakistan,PAK,69487534207.3703,40.2,9.4,10.9239808062039,12.2088797119404,65.21
2001,YR2001,Palau,PLW,,,,,,
2001,YR2001,Panama,PAN,10933425623.4278,59.9,1.9,77.1999888327659,12.1892088801906,79.97
2001,YR2001,Papua New Guinea,PNG,2293849838.93725,,,9.99557470781984,15.3489554898364,73.95
2001,YR2001,Paraguay,PRY,6641733601.17023,58.9,3.1,28.9130147247177,14.3593187290474,48.2
2001,YR2001,Peru,PER,46175621579.3357,55.5,3.4,25.4760542040983,13.3302302047244,54.95
2001,YR2001,Philippines,PHL,79364900047.8511,,,5.57263515485844,7.64871449009602,76.07
2001,YR2001,Poland,POL,162681404563.814,,,7.95817224807626,6.30616545238728,94.24
2001,YR2001,Portugal,PRT,100768346643.018,,,7.09607177808407,12.1272298442879,93.32
2001,YR2001,Puerto Rico,PRI,,,,,,117.24
2001,YR2001,Qatar,QAT,12267767929.2507,,,0.0522417725612658,11.3015902812356,59.4
2001,YR2001,Romania,ROU,31290954619.7056,,,3.71121860687265,7.58535972081615,94.19
2001,YR2001,Russian Federation,RUS,228252623870.308,43.8,6.6,1.44156476909385,20.4751855713073,73.68
2001,YR2001,Rwanda,RWA,1652360701.27371,,,56.6553758207771,20.6929878969759,65.75
2001,YR2001,Samoa,WSM,,,,32.0555421999367,24.3801214633579,83.83
2001,YR2001,San Marino,SMR,,,,,,
2001,YR2001,Sao Tome and Principe,STP,63468421.8252263,,,97.9893741711678,36.5911181154036,79.83
2001,YR2001,Saudi Arabia,SAU,149092383409.588,,,0.558501042815363,15.7445439087645,95.77
2001,YR2001,Senegal,SEN,5457539205.88939,48.4,6.6,46.1408755969728,26.7721579084306,69.54
2001,YR2001,Serbia,SRB,,,,16.4165718936562,12.7119763448689,
2001,YR2001,Seychelles,SYC,532624702.257396,,,98.8686070199717,22.5660811812637,137.37
2001,YR2001,Sierra Leone,SLE,975834501.237079,,,,,33.19
2001,YR2001,Singapore,SGP,75392576241.3882,,,2.28012049622953,3.65068682041496,57.58
2001,YR2001,Sint Maarten (Dutch part),SXM,,,,,,
2001,YR2001,Slovak Republic,SVK,22404988986.0137,,,3.5999930197106,5.72114555000774,110.53
2001,YR2001,Slovenia,SVN,16824592227.7483,,,3.64202365889023,6.17186046065449,109.48
2001,YR2001,Solomon Islands,SLB,381741159.774755,,,,,64.13
2001,YR2001,Somalia,SOM,,,,,,99.61
2001,YR2001,South Africa,ZAF,98629228234.8971,,,9.01874151732256,4.35460037690876,68.54
2001,YR2001,South Sudan,SSD,,,,,,
2001,YR2001,Spain,ESP,539331649256.279,,,14.5691864568819,9.98015424317981,92.24
2001,YR2001,Sri Lanka,LKA,14631825930.2578,,,21.2098809196735,14.1613176951106,65.32
2001,YR2001,St. Kitts and Nevis,KNA,,,,26.7883123797382,17.3545712797855,390.6
2001,YR2001,St. Lucia,LCA,731432925.757689,,,78.4773910319878,26.4870130742102,139.6
2001,YR2001,St. Martin (French part),MAF,,,,,,
2001,YR2001,St. Vincent and the Grenadines,VCT,394484472.013337,,,89.7589023076604,23.1463744513353,81.04
2001,YR2001,Sudan,SDN,,,,10.4085990393406,19.3382191934243,87.3
2001,YR2001,Suriname,SUR,582944062.898167,,,3.4506321197028,14.2252721841191,69.98
2001,YR2001,Switzerland,CHE,228883164026.507,,,2.50883510625203,5.47221526684708,94.63
2001,YR2001,Syrian Arab Republic,SYR,16501953176.3622,,,6.22634317716217,12.3515658825649,111.54
2001,YR2001,Tajikistan,TJK,,,,,,33.89
2001,YR2001,Tanzania,TZA,11845222800.2836,,,44.7187933029289,15.1880359151488,40.52
2001,YR2001,Thailand,THA,92632301575.9794,,,15.430892493832,5.01674644094297,82.54
2001,YR2001,Timor-Leste,TLS,607369759.168406,43.5,7.3,,,71.1
2001,YR2001,Togo,TGO,1304849312.73798,,,18.230963721138,22.7769359094111,59.92
2001,YR2001,Tonga,TON,166540014.987368,,,71.7598792667802,21.592458796877,69.74
2001,YR2001,Trinidad and Tobago,TTO,6590728981.05541,,,5.14686472907766,8.82664180779782,114.26
2001,YR2001,Tunisia,TUN,17432017365.6974,,,7.88679392445068,8.32658983619424,57.88
2001,YR2001,Turkey,TUR,161173292220.716,,,12.756821482832,3.59130627299828,67.45
2001,YR2001,Turkmenistan,TKM,1381671498.35078,,,,,64.96
2001,YR2001,Turks and Caicos Islands,TCA,,,,57.0857656787154,7.43163583880242,
2001,YR2001,Tuvalu,TUV,,,,,24.0716980927788,83.49
2001,YR2001,Uganda,UGA,4625630034.75362,,,62.8051165228196,12.2267192293843,106.27
2001,YR2001,Ukraine,UKR,30155675619.046,,,10.646805436848,6.88101175311892,66.14
2001,YR2001,United Arab Emirates,ARE,95924463551.4301,,,0.811991621403645,9.75168938439653,120.24
2001,YR2001,United Kingdom,GBR,1415513487142.77,44.4,6.9,5.09666727026779,8.19201633760021,88.4
2001,YR2001,United States,USA,9085093930443.57,46.2,5.4,7.90885942705402,4.24520882218111,81.79
2001,YR2001,Uruguay,URY,19085953976.3754,50.4,4.8,44.1536227810298,11.4433598013525,57.04
2001,YR2001,Uzbekistan,UZB,8132817899.07568,,,,,35.92
2001,YR2001,Vanuatu,VUT,232054294.735227,,,,,74.44
2001,YR2001,"Venezuela, RB",VEN,107153362484.641,52,4,1.71518235884092,11.4976792259446,95.01
2001,YR2001,Vietnam,VNM,30881217517.2962,,,26.7725445474828,6.26144090094189,58.04
2001,YR2001,Virgin Islands (U.S.),VIR,,,,,,89.28
2001,YR2001,West Bank and Gaza,PSE,,,,14.0231223459472,25.8141044268448,84.2
2001,YR2001,"Yemen, Rep.",YEM,6475401928.66628,,,3.77134581127155,33.1452402706601,63.49
2001,YR2001,Zambia,ZMB,3306795931.8076,,,9.58816553092945,8.90169458861382,46.76
2001,YR2001,Zimbabwe,ZWE,5890963288.03427,,,56.0778987547346,5.14226579458636,114.2
2002,YR2002,Sweden,SWE,223892717909.642,,,3.20165914935217,7.71812897412303,99.05
2002,YR2002,Afghanistan,AFG,,,,,,75.57
2002,YR2002,Albania,ALB,4002770013.27013,40.4,8.4,3.56458201253854,20.1725298479794,66.38
2002,YR2002,Algeria,DZA,42218490430.7042,,,0.231638365592645,25.0833473331531,47.79
2002,YR2002,American Samoa,ASM,,,,,,78.76
2002,YR2002,Andorra,AND,,,,3.95143813795803,19.3467105857586,
2002,YR2002,Angola,AGO,9793928457.85723,,,,,44.06
2002,YR2002,Antigua and Barbuda,ATG,,,,,,139.2
2002,YR2002,Argentina,ARG,74738466669.4665,57.8,2.8,45.6788253892065,4.6330285978847,69.1
2002,YR2002,Armenia,ARM,2062612582.52321,43.5,8,13.4156622588404,19.8590686321662,50.18
2002,YR2002,Aruba,ABW,1606818647.42653,,,44.0939870494095,21.648868835819,
2002,YR2002,Australia,AUS,314245066517.882,,,20.7996640502923,4.86917660836693,90.96
2002,YR2002,Austria,AUT,176375732102.052,,,5.28783781737682,6.1504972202101,96.95
2002,YR2002,Azerbaijan,AZE,4501673708.57184,36.7,10.9,3.02939208280151,14.1544898906117,63.5
2002,YR2002,"Bahamas, The",BHS,8121420733.81526,,,57.4053506810893,18.6443676149589,66.02
2002,YR2002,Bahrain,BHR,7840814214.23562,,,0.631869078270411,10.9356283843617,39.49
2002,YR2002,Bangladesh,BGD,52459256932.7305,,,6.82145396379277,14.6012765701751,63.61
2002,YR2002,Barbados,BRB,2686455967.75908,,,43.1351333869839,18.8735080171631,107.86
2002,YR2002,Belarus,BLR,12113550085.7787,38.8,8.3,7.67726787178316,10.723369144169,72.65
2002,YR2002,Belgium,BEL,217879872735.549,,,8.55740326154138,8.57136965309403,97.84
2002,YR2002,Belize,BLZ,721696056.589875,,,21.5233339965966,11.4280347567629,87.09
2002,YR2002,Benin,BEN,3455775027.38784,,,30.9589519745319,23.8763238350293,64.74
2002,YR2002,Bermuda,BMU,,,,,,89.1
2002,YR2002,Bhutan,BTN,469406928.351835,,,,,79.06
2002,YR2002,Bolivia,BOL,6865884821.74079,62.4,1.7,31.6721621676578,13.2391587612067,58.39
2002,YR2002,Bosnia and Herzegovina,BIH,6546567609.41748,,,,,74.13
2002,YR2002,Botswana,BWA,4100842141.29299,69.5,2.3,3.53933715062575,15.4824965121453,89.9
2002,YR2002,Brazil,BRA,444841466112.973,62.4,2.6,27.7626401163879,6.70717515812855,62.88
2002,YR2002,British Virgin Islands,VGB,,,,,,96.08
2002,YR2002,Brunei Darussalam,BRN,4501276375.36683,,,0.0204776620180088,13.4228253911884,70.56
2002,YR2002,Bulgaria,BGR,14558296695.1098,,,12.1290633033382,5.84375590808233,87.49
2002,YR2002,Burkina Faso,BFA,3321905733.95924,,,19.4428911914734,21.2879841796361,65.13
2002,YR2002,Burundi,BDI,483278458.286991,,,81.4536107020982,11.1502827884135,85.3
2002,YR2002,Cabo Verde,CPV,516936127.713866,,,6.13187589846505,29.8187239229832,100.28
2002,YR2002,Cambodia,KHM,3766446772.05633,,,0.785892139372151,8.95466897463645,40.57
2002,YR2002,Cameroon,CMR,9433602775.75669,,,20.5968505451619,18.056636788873,47.83
2002,YR2002,Canada,CAN,616013604120.056,,,7.4369718793139,6.06447150910236,66.3
2002,YR2002,Cayman Islands,CYM,,,,,,95.53
2002,YR2002,Central African Republic,CAF,900359256.581562,,,2.12618564769347,20.3500063860346,79.5
2002,YR2002,Chad,TCD,1761252676.64782,,,,,48.07
2002,YR2002,Channel Islands,CHI,,,,,,
2002,YR2002,Chile,CHL,56830060967.8403,,,27.5030771334529,7.96998924298726,78.7
2002,YR2002,China,CHN,1272947919030.22,48,5.6,4.96429041632981,3.52833071574746,69.59
2002,YR2002,Colombia,COL,79381071885.922,60.6,3.2,18.502868004608,12.1510334447017,73.89
2002,YR2002,Comoros,COM,381796701.391287,,,97.2103639650614,40.1956985075193,86.37
2002,YR2002,"Congo, Dem. Rep.",COD,7302243880.53936,,,,,48.94
2002,YR2002,"Congo, Rep.",COG,773916667.208189,,,,,62.26
2002,YR2002,Costa Rica,CRI,14730495336.6094,56.7,3.5,31.2973520437416,8.01269363371063,66.69
2002,YR2002,Cote d'Ivoire,CIV,10305044067.148,48.5,6.1,58.4467754248778,22.5827907280846,66.41
2002,YR2002,Croatia,HRV,21806097035.6213,,,11.1231476779081,8.90901764248842,81.22
2002,YR2002,Cuba,CUB,29893561275.8314,,,53.2598035847814,20.3360472733546,114.17
2002,YR2002,Curacao,CUW,,,,,,
2002,YR2002,Cyprus,CYP,9449433803.52101,,,35.430710353645,12.7554154540767,143.19
2002,YR2002,Czech Republic,CZE,61854930289.9956,36.5,9.5,3.37495267878925,4.23098167132108,97.71
2002,YR2002,Denmark,DNK,144273105688.149,,,19.388994251505,11.7346734194506,97.49
2002,YR2002,Djibouti,DJI,582107889.496443,46.5,6,,,112.73
2002,YR2002,Dominica,DMA,282290317.748816,,,42.0493651380236,24.2384280586676,95.69
2002,YR2002,Dominican Republic,DOM,25251041451.9867,54.4,3.8,14.1203525071993,16.3588286214323,68.47
2002,YR2002,Ecuador,ECU,22416183979.1185,,,42.4946792523657,8.68501990336474,78.09
2002,YR2002,"Egypt, Arab Rep.",EGY,75880026079.8143,,,8.75393398758621,27.8437606403488,74.33
2002,YR2002,El Salvador,SLV,11431404883.9589,55.7,3,13.5023668341539,13.4981753282863,81.5
2002,YR2002,Equatorial Guinea,GNQ,,,,,,69.08
2002,YR2002,Eritrea,ERI,637165716.876364,,,39.3123286625764,30.8928780908161,68.52
2002,YR2002,Estonia,EST,6086721467.49953,,,11.7273547901966,11.5661480058289,71.25
2002,YR2002,Eswatini,SWZ,1220093969.41596,,,14.0506471232779,17.6452868261358,83.83
2002,YR2002,Ethiopia,ETH,5630749706.51391,,,68.8707920278118,11.2325753357011,51.12
2002,YR2002,Faroe Islands,FRO,,,,96.1324212608258,19.3198126521816,94.75
2002,YR2002,Fiji,FJI,1686245358.70121,45.4,6.7,49.1236308233549,19.9843805406976,123.22
2002,YR2002,Finland,FIN,116239416696.377,,,2.00390101911007,5.87463816752889,101.79
2002,YR2002,France,FRA,1275163482589.18,,,11.2258517067468,8.72368714982118,104.35
2002,YR2002,French Polynesia,PYF,,,,12.8178750730467,17.797347531791,95.18
2002,YR2002,Gabon,GAB,3349552997.20623,,,0.640560613263303,15.8776189591102,82.74
2002,YR2002,"Gambia, The",GMB,451116368.216809,,,97.8645604126096,37.1017349758859,72.42
2002,YR2002,Georgia,GEO,2928810404.43168,43.9,6.3,29.765781990309,20.4797306100354,127.55
2002,YR2002,Germany,DEU,1691979469939.66,38.6,8.6,4.58109001958419,7.91101856862669,90.01
2002,YR2002,Ghana,GHA,5179488125.37148,,,,19.5641722154173,60.2
2002,YR2002,Gibraltar,GIB,,,,,,
2002,YR2002,Greece,GRC,,,,24.0068285221491,12.8861889811138,106.71
2002,YR2002,Greenland,GRL,,,,91.4647815744294,17.2700191531217,109.39
2002,YR2002,Grenada,GRD,,,,75.4945734285373,21.6080824246348,106.57
2002,YR2002,Guam,GUM,,,,,,115.44
2002,YR2002,Guatemala,GTM,18373502735.5101,,,48.1905193764562,12.3443296843716,56.04
2002,YR2002,Guinea,GIN,2639367392.10424,49.4,5.8,1.50450263994319,23.0791736712276,59.07
2002,YR2002,Guinea-Bissau,GNB,386676427.086109,43.2,7.3,,,65.73
2002,YR2002,Guyana,GUY,631707224.228826,,,48.2416343139091,15.7013139954706,77.85
2002,YR2002,Haiti,HTI,5965546089.21503,,,,,63.39
2002,YR2002,Honduras,HND,7156025705.50105,59.4,2.6,61.5336320053658,16.808010315078,78.92
2002,YR2002,"Hong Kong SAR, China",HKG,,,,1.92200431102074,4.1246188804416,92.93
2002,YR2002,Hungary,HUN,52188817210.9489,,,7.29964306582283,3.20881562727556,92.05
2002,YR2002,Iceland,ISL,,,,64.4076636547255,11.578375017462,80.45
2002,YR2002,India,IND,451404810426.017,,,12.7330052345636,5.51730137381547,61.53
