Country Name,"Country Code","Series Name","Series Code","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]"
Central African Republic,"CAF","Forest area (% of land area)","AG.LND.FRST.ZS","36.715464380879","36.6673087418537","36.6191531028283","36.570997463803","36.5228418247777","36.4746861857524","36.426530546727","36.3783749077017","36.3302192686764","36.282063629651","36.2339079906257","36.1857523516004","36.137596712575","36.0894410735497","36.0412854345244","35.9931297954991","35.9449741564737","35.8968185174484","35.8486628784231","35.8005072393977"
Central African Republic,"CAF","Land area (sq. km)","AG.LND.TOTL.K2","622980","622980","622980","622980","622980","622980","622980","622980","622980","622980","622980","622980","622980","622980","622980","622980","622980","622980","622980","622980"
Central African Republic,"CAF","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Central African Republic,"CAF","Urban land area (sq. km)","AG.LND.TOTL.UR.K2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Central African Republic,"CAF","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","93.9","94.68","91.02","94.38","95.43","97.07","101.86","103.91","107.04","103.85","108.84","109.46","108.82","97.56","99.21","103.23","105.18","109.26","NA","NA"
Central African Republic,"CAF","Permanent cropland (% of land area)","AG.LND.CROP.ZS","0.150887668946034","0.150887668946034","0.136440977238435","0.136440977238435","0.136440977238435","0.12841503740088","0.12841503740088","0.12841503740088","0.12841503740088","0.12841503740088","0.12841503740088","0.12841503740088","0.12841503740088","0.12841503740088","0.12841503740088","0.12841503740088","0.12841503740088","0.12841503740088","NA","NA"
Central African Republic,"CAF","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","1032.6","1048.3","1009.5","1007.7","1018.2","989.7","951.2","946.8","948.4","1447.4","1516.8","1675.4","1256.7","896.2","884.1","880.1","907","945.1","NA","NA"
Romania,"ROU","Food exports (% of merchandise exports)","TX.VAL.FOOD.ZS.UN","3.71121860687265","3.06867924521514","3.15248979287348","3.02839593004111","2.94934897259716","3.2698565245705","3.72597670225256","6.18220868637602","7.42622545639308","8.06704183900886","8.55141501270833","8.5059506328528","10.1529888035019","10.1587936030406","10.406303959454","10.2814049073939","10.1273134654277","9.46397003393333","10.341940624712","11.1427696329386"
Romania,"ROU","Food imports (% of merchandise imports)","TM.VAL.FOOD.ZS.UN","7.58535972081615","6.37872199321185","7.04261382118807","6.3157748658598","5.98497935697282","5.70070753380557","6.13586232688041","7.08408770819615","9.1125835439341","7.7407832087134","7.4246221332626","8.10183532339178","8.23179893435636","7.97063310493622","8.8520658231247","9.25198875536202","9.27170257304563","8.8320686882658","9.2835032662551","10.5563746751418"
Romania,"ROU","Food production index (2014-2016 = 100)","AG.PRD.FOOD.XD","94.19","87.87","96.77","112.35","98.34","97.46","76.66","94.65","92.45","92.39","102.85","79.65","98.45","103.08","96.09","100.83","115.88","125.52","NA","NA"
Romania,"ROU","Agricultural irrigated land (% of total agricultural land)","AG.LND.IRIG.AG.ZS","2.2097580754156","3.29329194223242","3.84459459459459","2.31422505307856","0.324400564174894","0.687370895362918","2.34776228906823","1.8849933988558","2.17311504294839","0.58844306301215","0.740237448147618","1.20803903007355","1.30097087378641","1.04844540853218","1.24837638908933","1.13157310849789","1.58469128419794","1.99045773072909","NA","NA"
Romania,"ROU","Agricultural land (% of land area)","AG.LND.AGRI.ZS","64.420356101171","64.4625222952103","64.3618177864753","61.4347826086956","61.6575354378642","61.0444386468388","59.2892252816564","59.3040452370596","59.2062940102582","61.5344490328189","60.7464048312117","59.7035040431267","60.4486371342868","60.1095271210014","60.2312239221141","58.7665159944367","58.1449930458971","58.3014603616134","NA","NA"
Romania,"ROU","Agricultural land (sq. km)","AG.LND.AGRI.K2","147980","148180","148000","141300","141800","140390","136300","136340","136210","141560","139820","137330","139050","138300","138580","135210","133780","134140","NA","NA"
Romania,"ROU","Agricultural machinery, tractors per 100 sq. km of arable land","AG.LND.TRAC.ZS","175.243837370611","180.503412969283","180.416977711422","192.721256309591","192.590984974958","195.282470074952","200.579827089337","200.42426327256","201.20719080669","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Romania,"ROU","Forest area (% of land area)","AG.LND.FRST.ZS","27.7780679987811","27.823552442685","27.8786692759296","27.9373913043478","28.0046090964432","28.069397338899","28.1451998782026","28.2087864288821","28.2539337564114","28.3199304499022","28.6405352565495","28.9948004521346","29.3291135938791","29.6582406119611","29.9937413073714","30.1158292767733","30.1158292767733","30.1158292767733","30.1158292767733","30.1158292767733"
Romania,"ROU","Land area (sq. km)","AG.LND.TOTL.K2","229710","229870","229950","230000","229980","229980","229890","229900","230060","230050","230170","230020","230030","230080","230080","230080","230080","230080","230080","230080"
Romania,"ROU","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","NA","NA","NA","NA","NA","NA","NA","NA","NA","219047.9375","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Romania,"ROU","Urban land area (sq. km)","AG.LND.TOTL.UR.K2","NA","NA","NA","NA","NA","NA","NA","NA","NA","15594.78906","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Romania,"ROU","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","90.9","78.79","86.76","112.87","90.82","89.59","59.02","88.15","84.51","88.02","103.26","71.27","101.67","104.98","94.2","100.81","123.9","139.08","NA","NA"
Romania,"ROU","Permanent cropland (% of land area)","AG.LND.CROP.ZS","2.13747768926037","2.10118762778962","2.0221787345075","1.86521739130435","2.21758413775111","2.03930776589269","2.00530688590195","2.01391909525881","1.99947839693993","2.01260595522712","1.92900899335274","1.93896182940614","1.9214885014998","1.84718358831711","1.84718358831711","1.81675938803894","1.80372044506259","1.91237830319889","NA","NA"
Romania,"ROU","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","3029.4","2512.5","2534.9","3997.4","3334.2","3102.3","1645.2","3247.3","2824.8","3329.7","3993","2364.1","3863.2","4069.2","3543.9","3971.3","5227.7","6005.7","NA","NA"
Morocco,"MAR","Food exports (% of merchandise exports)","TX.VAL.FOOD.ZS.UN","21.0193240577179","21.4053606734496","21.4743548540338","19.0289972033793","21.1921452283433","19.2663705222364","19.0969269126556","17.4444479838779","22.9758749363109","18.8408418892188","17.3269867974262","17.2375609351819","18.8627948681603","18.8315486340311","20.3035477405206","20.8776421236249","21.1267320256007","20.6267247936135","21.1609500883859","22.9863909377956"
Morocco,"MAR","Food imports (% of merchandise imports)","TM.VAL.FOOD.ZS.UN","14.3721024488698","14.0075464904375","11.0154535757827","10.9116550391033","10.5507885178635","9.30728519342545","12.2680403253089","11.7967397974887","11.235630732891","11.4679758863608","12.6362660541801","12.4603700205591","10.7813885160453","12.2148627593298","11.0162879574122","12.3120814491261","11.2874887329015","10.8302051392285","10.9236518499108","14.6334235545648"
Morocco,"MAR","Food production index (2014-2016 = 100)","AG.PRD.FOOD.XD","57.87","62.9","72.76","73.02","68.74","82.06","69.04","76.19","90.79","93","96.41","92.91","98.84","100.09","108.02","91.89","106.97","112.89","NA","NA"
Morocco,"MAR","Agricultural irrigated land (% of total agricultural land)","AG.LND.IRIG.AG.ZS","NA","NA","NA","4.29746013781166","4.3049118009937","3.87998397114807","4.08611481975968","4.39278209532704","4.5679374454214","4.54810709510042","4.6057308379673","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Morocco,"MAR","Agricultural land (% of land area)","AG.LND.AGRI.ZS","68.0483979386063","67.8534617969975","69.1821644633655","67.3112256329823","67.1947120770782","67.0983643289267","67.1297333632086","67.1767869146314","67.2251848532377","67.1931436253641","67.4519381581896","68.1223392336993","68.5301366793637","67.404212413175","67.3246695048174","67.4434237060273","67.373963701546","67.373963701546","NA","NA"
Morocco,"MAR","Agricultural land (sq. km)","AG.LND.AGRI.K2","303700","302830","308760","300410","299890","299460","299600","299810","300026","299883","301038","304030","305850","300825","300470","301000","300690","300690","NA","NA"
Morocco,"MAR","Agricultural machinery, tractors per 100 sq. km of arable land","AG.LND.TRAC.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Morocco,"MAR","Forest area (% of land area)","AG.LND.FRST.ZS","12.3758525655389","12.413502128613","12.4511516916872","12.4888012547614","12.5264508178355","12.5641003809097","12.6017499439839","12.639399507058","12.6770490701322","12.7146986332064","12.7192336993054","12.7237687654044","12.7283038315035","12.7328388976025","12.7373739637015","12.7712077078199","12.7976473224289","12.8200537754873","12.8435805511987","12.8668832623796"
Morocco,"MAR","Land area (sq. km)","AG.LND.TOTL.K2","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300"
Morocco,"MAR","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","NA","NA","NA","NA","NA","NA","NA","NA","NA","659759.4375","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Morocco,"MAR","Urban land area (sq. km)","AG.LND.TOTL.UR.K2","NA","NA","NA","NA","NA","NA","NA","NA","NA","12057.44141","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Morocco,"MAR","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","58.11","64.17","79.32","79.36","70.67","89.48","68.7","77.84","96.94","97.3","99.87","92.17","101.82","102.15","110.54","87.32","106.85","116.44","NA","NA"
Morocco,"MAR","Permanent cropland (% of land area)","AG.LND.CROP.ZS","1.97624915975801","1.97400851445216","1.83956979610128","1.86197624915976","1.94263948017029","1.97624915975801","2.00537754873404","2.08155948913287","2.15774142953171","2.82097244006274","2.91283889760251","3.03831503473","3.26462021062066","3.31929195608335","3.47232803047278","3.51848532377325","3.56576293972664","3.56576293972664","NA","NA"
Morocco,"MAR","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","894.6","1068.7","1432.9","1512.1","783.9","1652.1","516.4","1002.9","1919.4","1547.5","1614.4","1016.6","1828.3","1454.2","2140.6","936.1","1757.6","2263.6","NA","NA"
Singapore,"SGP","Food exports (% of merchandise exports)","TX.VAL.FOOD.ZS.UN","2.28012049622953","2.28219532863713","1.93275888071748","1.81568011926413","1.4678045387655","1.42003513460266","1.57102204045269","1.70004942323868","1.94851471864722","1.94655753677994","2.10830664491311","2.11901282551516","2.29661800591977","2.540606217558","2.83193436951345","2.88450724328906","2.6092476436446","3.24999462558885","3.5261638237168","3.42854386565817"
Singapore,"SGP","Food imports (% of merchandise imports)","TM.VAL.FOOD.ZS.UN","3.65068682041496","3.60257678148161","3.50690966845268","3.05617258711101","2.43087588242282","2.23566450373604","2.52882690283457","2.50866660315706","2.90939901608223","3.12925209298345","3.30791950275994","3.25483597509298","3.33397649160343","3.5317900252175","3.95444607848587","4.06005358918953","3.86436642840012","3.6221843770637","3.69636241986226","4.11207497263402"
Singapore,"SGP","Food production index (2014-2016 = 100)","AG.PRD.FOOD.XD","57.58","75.97","83.19","93.85","73.8","76.9","79.79","73.09","73.04","75.36","82.98","86.64","95.62","94.51","98.6","106.89","135.01","112.84","NA","NA"
Singapore,"SGP","Agricultural irrigated land (% of total agricultural land)","AG.LND.IRIG.AG.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Singapore,"SGP","Agricultural land (% of land area)","AG.LND.AGRI.ZS","1.7910447761194","1.77777777777778","1.16448326055313","1.1611030478955","1.10304789550073","1.0806916426513","1.15107913669065","1","1","1.05413105413105","1.03693181818182","1.03399433427762","0.947666195190948","0.930888575458392","0.930888575458392","0.930888575458392","0.930888575458392","0.930888575458392","NA","NA"
Singapore,"SGP","Agricultural land (sq. km)","AG.LND.AGRI.K2","12","12","8","8","7.6","7.5","8","7","7","7.4","7.3","7.3","6.7","6.6","6.6","6.6","6.6","6.6","NA","NA"
Singapore,"SGP","Agricultural machinery, tractors per 100 sq. km of arable land","AG.LND.TRAC.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Singapore,"SGP","Forest area (% of land area)","AG.LND.FRST.ZS","25.5016417910448","25.4204444444444","25.0822416302766","25.1149492017417","25.2204644412192","25.1435158501441","25.2119424460432","25.1357142857143","25.2395714285714","25.2711965811966","24.8389204545455","24.4090651558074","24.015558698727","23.5898448519041","23.2318758815233","22.9696755994358","22.722143864598","22.4682651622003","22.2143864598025","21.9605077574048"
Singapore,"SGP","Land area (sq. km)","AG.LND.TOTL.K2","670","675","687","689","689","694","695","700","700","702","704","706","707","709","709","709","709","709","709","709"
Singapore,"SGP","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","NA","NA","NA","NA","NA","NA","NA","NA","NA","103.5980911","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Singapore,"SGP","Urban land area (sq. km)","AG.LND.TOTL.UR.K2","NA","NA","NA","NA","NA","NA","NA","NA","NA","565.5597534","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Singapore,"SGP","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","48.69","53.23","65.16","70.23","74","80.95","75.11","74.91","79.16","86.89","90.85","94.75","96.59","100.09","101.05","98.86","100","106.04","NA","NA"
Singapore,"SGP","Permanent cropland (% of land area)","AG.LND.CROP.ZS","0.298507462686567","0.296296296296296","0.291120815138282","0.145137880986938","0.145137880986938","0.144092219020173","0.143884892086331","0.142857142857143","0.142857142857143","0.142450142450142","0.142045454545455","0.141643059490085","0.141442715700141","0.141043723554302","0.141043723554302","0.141043723554302","0.141043723554302","0.141043723554302","NA","NA"
Singapore,"SGP","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Pakistan,"PAK","Food exports (% of merchandise exports)","TX.VAL.FOOD.ZS.UN","10.9239808062039","10.8050394033446","10.8232332093715","10.4208974474488","12.0941929361419","11.8943022900597","12.2805271421886","18.1971428880262","16.6736539982736","16.7989207977969","19.4927645753536","17.1075338032742","19.9598795879471","19.0456933577962","19.9215209420528","18.5965286110802","18.658070818084","20.8398060777791","20.674807180676","19.2681350866426"
Pakistan,"PAK","Food imports (% of merchandise imports)","TM.VAL.FOOD.ZS.UN","12.2088797119404","11.882371649833","11.2870697186668","10.0014614862786","10.400913428462","10.2590316972389","8.8635415056929","11.8504695484374","11.341677906128","13.044965280802","11.9497095676401","11.0599622628997","10.2037450537284","11.7285285564642","12.0975234554292","12.5083504033276","11.8099304075749","10.0377092135093","10.7361852858615","14.9938050774552"
Pakistan,"PAK","Food production index (2014-2016 = 100)","AG.PRD.FOOD.XD","65.21","66.55","69.47","71.94","75.47","77.14","81.48","84.9","86.26","85.3","90.14","90.12","95.67","97.23","99.43","103.34","107.22","108.14","NA","NA"
Pakistan,"PAK","Agricultural irrigated land (% of total agricultural land)","AG.LND.IRIG.AG.ZS","48.1986368062317","48.9100965188157","49.4544270126486","52.1015397419892","52.773529820659","52.9403625294036","53.0364035209508","54.6257752102625","55.0500325991439","55.728959763918","51.9534728406055","51.4654909463994","49.4487320837927","51.2799293832064","51.7374730677863","50.5544382236234","49.239250871551","53.2231404958678","NA","NA"
Pakistan,"PAK","Agricultural land (% of land area)","AG.LND.AGRI.ZS","47.9607721046077","47.8466168534662","47.7921336654213","46.7582503113325","46.6544728102947","46.875","46.7167393109174","45.8086861768369","45.7619863013699","45.7165836446658","46.6168534661685","46.781600249066","47.063096720631","47.0267745952677","46.9619136571191","47.7298671647987","48.0009858862599","47.0890410958904","NA","NA"
Pakistan,"PAK","Agricultural land (sq. km)","AG.LND.AGRI.K2","369720","368840","368420","360450","359650","361350","360130","353130","352770","352420","359360","360630","362800","362520","362020","367940","370030","363000","NA","NA"
Pakistan,"PAK","Agricultural machinery, tractors per 100 sq. km of arable land","AG.LND.TRAC.ZS","108.2696485623","112.48334401025","116.531580634819","132.518310788519","139.443818362612","145.033311345646","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Pakistan,"PAK","Forest area (% of land area)","AG.LND.FRST.ZS","5.79792834163553","5.74376556662516","5.68960279161478","5.6354400166044","5.58127724159402","5.52711446658364","5.47295169157327","5.41878891656289","5.36462614155251","5.31046336654213","5.26865919468659","5.22685502283105","5.18505085097551","5.14324667911997","5.10144250726443","5.01795350767954","4.99418845994188","4.94056143628061","4.88693441261934","4.83330738895807"
Pakistan,"PAK","Land area (sq. km)","AG.LND.TOTL.K2","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880","770880"
Pakistan,"PAK","Rural land area (sq. km)","AG.LND.TOTL.RU.K2","NA","NA","NA","NA","NA","NA","NA","NA","NA","751709.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Pakistan,"PAK","Urban land area (sq. km)","AG.LND.TOTL.UR.K2","NA","NA","NA","NA","NA","NA","NA","NA","NA","35871.94141","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Pakistan,"PAK","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","70.46","71.27","75.64","78.99","84.92","82.65","89.53","94.16","93.46","87.18","94.41","89.98","98.69","98.35","98.7","102.95","106.78","103.48","NA","NA"
Pakistan,"PAK","Permanent cropland (% of land area)","AG.LND.CROP.ZS","0.87173100871731","0.861353258613533","0.845786633457866","0.953455790784558","1.03128891656289","1.05723329182233","1.08058322955583","1.10652760481528","1.11171647986716","1.1052303860523","1.08447488584475","1.06761104192611","1.05074719800747","1.05334163553342","1.04036944790369","1.04296388542964","1.02869447903694","1.02869447903694","NA","NA"
Pakistan,"PAK","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","2230.5","2260.2","2320.6","2430.7","2615.8","2554","2743.9","2653.7","2789.7","2611","2953.4","2862.6","3001.3","3001.2","2942.4","3020.7","3180.4","3124.4","NA","NA"
,"","","","","","","","","","","","","","","","","","","","","","",""
,"","","","","","","","","","","","","","","","","","","","","","",""
,"","","","","","","","","","","","","","","","","","","","","","",""
Data from database: World Development Indicators,"","","","","","","","","","","","","","","","","","","","","","",""
Last Updated: 12/16/2021,"","","","","","","","","","","","","","","","","","","","","","",""
